Year,Fit,Temperature_C ,Uncertainty_C_1 sig),Decade Change,Dec_Year,Temp
1849,8.4721699,8.3586264,0.278271591,,,
1849.083333,8.4724779,8.3553152,0.261175653,,,
1849.166667,8.4727802,8.3800602,0.27348073,,,
1849.25,8.4730778,8.372426,0.252335516,,,
1849.333333,8.4733706,8.3998804,0.249164591,,,
1849.416667,8.4736586,8.4936638,0.244078908,,,
1849.5,8.4739418,8.4468966,0.236071368,,,
1849.583333,8.4742212,8.3302288,0.230656675,,,
1849.666667,8.4744968,8.377244,0.214103723,,,
1849.75,8.4747667,8.3473167,0.216896519,,,
1849.833333,8.4750338,8.3995657,0.239032554,,,
1849.916667,8.475296,8.3773489,0.24255615,,,
1850,8.4755545,8.3752165,0.236643621,,,
1850.083333,8.4758101,8.3776712,0.240593481,,,
1850.166667,8.4760618,8.4026232,0.223675104,,,
1850.25,8.4763098,8.4348412,0.231428025,,,
1850.333333,8.4765539,8.340661,0.206016458,,,
1850.416667,8.4767962,8.2404232,0.193940089,,,
1850.5,8.4770336,8.3090677,0.194763325,,,
1850.583333,8.4772692,8.4423065,0.183604378,,,
1850.666667,8.4775009,8.3800993,0.175028824,,,
1850.75,8.4777308,8.2958727,0.187567516,,,
1850.833333,8.4779558,8.2841587,0.197766946,,,
1850.916667,8.4781799,8.392848,0.193160467,,,
1851,8.4784002,8.409791,0.191049407,,,
1851.083333,8.4786186,8.4212503,0.187821026,,,
1851.166667,8.4788351,8.4168634,0.183327789,,,
1851.25,8.4790478,8.4536648,0.187180962,,,
1851.333333,8.4792585,8.5637493,0.166140139,,,
1851.416667,8.4794674,8.5684137,0.162365464,,,
1851.5,8.4796743,8.6472645,0.165553731,,,
1851.583333,8.4798784,8.6715069,0.188486123,,,
1851.666667,8.4800797,8.6518469,0.177811402,,,
1851.75,8.4802799,8.6378641,0.173644537,,,
1851.833333,8.4804783,8.6634817,0.180429603,,,
1851.916667,8.4806747,8.6806269,0.189613857,,,
1852,8.4808693,8.667737,0.195732991,,,
1852.083333,8.4810619,8.655055,0.190735074,,,
1852.166667,8.4812527,8.6115255,0.187435931,,,
1852.25,8.4814425,8.5867662,0.188728859,,,
1852.333333,8.4816303,8.552784,0.183988046,,,
1852.416667,8.4818163,8.5199986,0.186666799,,,
1852.5,8.4820004,8.5394278,0.186120287,,,
1852.583333,8.4821835,8.4782887,0.179724105,,,
1852.666667,8.4823666,8.4016581,0.172786447,,,
1852.75,8.4825459,8.4234676,0.183120121,,,
1852.833333,8.4827261,8.419301,0.174241939,,,
1852.916667,8.4829025,8.3871126,0.174011695,,,
1853,8.4830799,8.3965521,0.177054616,,,
1853.083333,8.4832554,8.4094849,0.174490645,,,
1853.166667,8.483429,8.4686975,0.178351545,,,
1853.25,8.4836025,8.4810143,0.177228001,,,
1853.333333,8.4837751,8.4649611,0.175105045,,,
1853.416667,8.4839458,8.4948254,0.176138471,,,
1853.5,8.4841156,8.4365931,0.181624639,,,
1853.583333,8.4842854,8.3765268,0.18608832,,,
1853.666667,8.4844532,8.416378,0.172444789,,,
1853.75,8.4846201,8.4759512,0.170534171,,,
1853.833333,8.484787,8.5039864,0.165578063,,,
1853.916667,8.4849529,8.5282335,0.159971978,,,
1854,8.4851179,8.4840155,0.157805418,,,
1854.083333,8.4852819,8.4981775,0.164117117,,,
1854.166667,8.485446,8.4926624,0.170227067,,,
1854.25,8.4856081,8.4845304,0.167487547,,,
1854.333333,8.4857693,8.5797472,0.173721507,,,
1854.416667,8.4859314,8.6411963,0.178313401,,,
1854.5,8.4860926,8.6698647,0.167196899,,,
1854.583333,8.4862528,8.7872047,0.173290747,,,
1854.666667,8.486412,8.8529119,0.173109666,,,
1854.75,8.4865713,8.839282,0.172288971,,,
1854.833333,8.4867296,8.9488478,0.173982036,,,
1854.916667,8.4868879,8.9803143,0.174913447,,,
1855,8.4870462,9.0144567,0.168127199,,,
1855.083333,8.4872026,8.947113,0.158563552,,,
1855.166667,8.48736,8.9129725,0.155880906,,,
1855.25,8.4875154,8.8748579,0.153214322,,,
1855.333333,8.4876728,8.7850142,0.14304694,,,
1855.416667,8.4878283,8.7425756,0.138833728,,,
1855.5,8.4879827,8.6140432,0.155909229,,,
1855.583333,8.4881382,8.577363,0.167812887,,,
1855.666667,8.4882927,8.5205317,0.16050134,,,
1855.75,8.4884481,8.4830446,0.162037626,,,
1855.833333,8.4886017,8.3891897,0.14861662,,,
1855.916667,8.4887552,8.2904673,0.157368402,,,
1856,8.4889107,8.3038435,0.162358804,,,
1856.083333,8.4890633,8.3067722,0.169916707,,,
1856.166667,8.4892168,8.2706223,0.18518931,,,
1856.25,8.4893703,8.2671976,0.190627528,,,
1856.333333,8.4895229,8.2181177,0.207411331,,,
1856.416667,8.4896765,8.2041082,0.208046014,,,
1856.5,8.4898291,8.2975283,0.193609262,,,
1856.583333,8.4899817,8.231451,0.178409361,,,
1856.666667,8.4901342,8.2622967,0.172330842,,,
1856.75,8.4902868,8.2748585,0.168265763,,,
1856.833333,8.4904394,8.2013445,0.168499987,,,
1856.916667,8.490592,8.1685562,0.163032389,,,
1857,8.4907446,8.0922871,0.157439218,,,
1857.083333,8.4908972,8.0751104,0.158377685,,,
1857.166667,8.4910498,8.0767164,0.149169186,,,
1857.25,8.4912024,8.0656433,0.147536463,,,
1857.333333,8.491354,8.0690126,0.149513994,,,
1857.416667,8.4915075,8.0957327,0.152674011,,,
1857.5,8.4916601,8.1325684,0.154282369,,,
1857.583333,8.4918127,8.221179,0.152729961,,,
1857.666667,8.4919653,8.1888666,0.160896623,,,
1857.75,8.4921179,8.2172928,0.154745142,,,
1857.833333,8.4922705,8.3543253,0.150049083,,,
1857.916667,8.492424,8.4245157,0.148656168,,,
1858,8.4925766,8.4898167,0.145099872,,,
1858.083333,8.4927301,8.4750223,0.143325206,,,
1858.166667,8.4928837,8.4605837,0.138107877,,,
1858.25,8.4930363,8.4641075,0.140511445,,,
1858.333333,8.4931908,8.5165567,0.142347298,,,
1858.416667,8.4933443,8.5614309,0.148264182,,,
1858.5,8.4934988,8.477807,0.153973874,,,
1858.583333,8.4936533,8.4478388,0.16585452,,,
1858.666667,8.4938068,8.4947805,0.166332981,,,
1858.75,8.4939613,8.5435076,0.176999049,,,
1858.833333,8.4941158,8.547555,0.173306774,,,
1858.916667,8.4942713,8.5873709,0.185001564,,,
1859,8.4944267,8.587882,0.191215142,,,
1859.083333,8.4945822,8.6063986,0.191885522,,,
1859.166667,8.4947376,8.6317682,0.186482268,,,
1859.25,8.494894,8.6282892,0.179456271,,,
1859.333333,8.4950495,8.6243067,0.174553665,,,
1859.416667,8.4952059,8.6310778,0.167117076,,,
1859.5,8.4953642,8.6955032,0.179489368,,,
1859.583333,8.4955196,8.6598425,0.157953578,,,
1859.666667,8.4956779,8.6268167,0.152378628,,,
1859.75,8.4958353,8.4952517,0.141510067,,,
1859.833333,8.4959927,8.4580154,0.142152209,,,
1859.916667,8.4961519,8.4172611,0.143965704,,,
1860,8.4963102,8.4201736,0.143367571,,,
1860.083333,8.4964695,8.440258,0.141446222,,,
1860.166667,8.4966288,8.4789219,0.136500988,,,
1860.25,8.496788,8.5425673,0.130964768,,,
1860.333333,8.4969482,8.5470858,0.124862065,,,
1860.416667,8.4971085,8.4650631,0.131583788,,,
1860.5,8.4972687,8.3221865,0.129017501,,,
1860.583333,8.4974298,8.2298832,0.123712931,,,
1860.666667,8.497591,8.2263622,0.133186639,,,
1860.75,8.4977531,8.3155432,0.140674787,,,
1860.833333,8.4979153,8.2712488,0.152668054,,,
1860.916667,8.4980774,8.2373648,0.168085974,,,
1861,8.4982405,8.2232218,0.162471307,,,
1861.083333,8.493144,8.2194843,0.165428767,,,
1861.166667,8.4881973,8.2146797,0.171817711,,,
1861.25,8.4833965,8.188653,0.172396284,,,
1861.333333,8.4787388,8.1550913,0.165712847,,,
1861.416667,8.4742174,8.213151,0.15372174,,,
1861.5,8.4698296,8.3406668,0.140226374,,,
1861.583333,8.4655724,8.3100147,0.147873047,,,
1861.666667,8.461441,8.2241669,0.150059658,,,
1861.75,8.4574337,8.2052898,0.159424799,,,
1861.833333,8.4535437,8.2088814,0.162711224,,,
1861.916667,8.44977,8.2374258,0.172230164,,,
1862,8.4461088,8.2405691,0.16950192,,,
1862.083333,8.4478178,8.2457933,0.180433203,,,
1862.166667,8.449482,8.2021208,0.187862929,,,
1862.25,8.4511032,8.1707916,0.189882169,,,
1862.333333,8.4526854,8.1596136,0.195859182,,,
1862.416667,8.4542255,8.0802259,0.20013543,,,
1862.5,8.4557285,7.9632378,0.200019905,,,
1862.583333,8.4571934,8.170577,0.184152673,,,
1862.666667,8.458622,8.3193245,0.198939095,,,
1862.75,8.4600143,8.3303776,0.197549265,,,
1862.833333,8.4613743,8.3659182,0.212885469,,,
1862.916667,8.462698,8.4102602,0.207485293,,,
1863,8.4639912,8.4120073,0.220258781,,,
1863.083333,8.4652519,8.4115696,0.223365163,,,
1863.166667,8.4664822,8.4305754,0.220247531,,,
1863.25,8.4676828,8.4509325,0.204886406,,,
1863.333333,8.4688549,8.4516058,0.201565257,,,
1863.416667,8.4699984,8.5108585,0.203827185,,,
1863.5,8.4711151,8.6160383,0.175160385,,,
1863.583333,8.4722052,8.4740057,0.177540177,,,
1863.666667,8.4732695,8.4081364,0.1479622,,,
1863.75,8.474309,8.4025354,0.142093914,,,
1863.833333,8.4753227,8.37395,0.135163975,,,
1863.916667,8.4763145,8.3614855,0.135951748,,,
1864,8.4772835,8.4063864,0.141655553,,,
1864.083333,8.4782295,8.4359369,0.14580219,,,
1864.166667,8.4791546,8.4495258,0.148670817,,,
1864.25,8.4800587,8.4646044,0.152153177,,,
1864.333333,8.4809427,8.4980202,0.146623423,,,
1864.416667,8.4818058,8.4813662,0.140759892,,,
1864.5,8.4826508,8.4081478,0.160699062,,,
1864.583333,8.4834766,8.5434713,0.154220903,,,
1864.666667,8.4842844,8.4970503,0.174799161,,,
1864.75,8.485075,8.4221325,0.18176513,,,
1864.833333,8.4858484,8.3990126,0.175149355,,,
1864.916667,8.4866047,8.3827267,0.168948064,,,
1865,8.4873466,8.3726377,0.15337652,,,
1865.083333,8.4880705,8.373579,0.145614897,,,
1865.166667,8.488781,8.3927774,0.137297338,,,
1865.25,8.4894762,8.4360256,0.128911714,,,
1865.333333,8.4901571,8.4697123,0.127001443,,,
1865.416667,8.4908247,8.5486612,0.123731774,,,
1865.5,8.491478,8.6171885,0.12461995,,,
1865.583333,8.4921188,8.6272774,0.122889378,,,
1865.666667,8.4927464,8.662179,0.139281695,,,
1865.75,8.4933624,8.7294922,0.147150944,,,
1865.833333,8.4939661,8.7702885,0.154225353,,,
1865.916667,8.4945583,8.7812271,0.151786857,,,
1866,8.4951391,8.747261,0.148915043,,,
1866.083333,8.4957094,8.7727575,0.142686176,,,
1866.166667,8.4962683,8.7574873,0.135734967,,,
1866.25,8.4968176,8.7277403,0.132369748,,,
1866.333333,8.4973564,8.6754274,0.137827983,,,
1866.416667,8.4978857,8.658123,0.141291322,,,
1866.5,8.4984064,8.764679,0.147745341,,,
1866.583333,8.4989166,8.7116976,0.157393555,,,
1866.666667,8.4994183,8.748436,0.151909628,,,
1866.75,8.4999113,8.741538,0.147721271,,,
1866.833333,8.5003967,8.7466307,0.148148902,,,
1866.916667,8.5008736,8.7102175,0.157571793,,,
1867,8.5013428,8.7472801,0.163046568,,,
1867.083333,8.5018034,8.7094622,0.162599582,,,
1867.166667,8.5022583,8.7180891,0.168666384,,,
1867.25,8.5027037,8.7343111,0.163930976,,,
1867.333333,8.5031443,8.7910986,0.155214923,,,
1867.416667,8.5035763,8.841363,0.147763045,,,
1867.5,8.5040035,8.7960873,0.14224324,,,
1867.583333,8.5044231,8.7450438,0.13171398,,,
1867.666667,8.504837,8.6694479,0.132809776,,,
1867.75,8.5052452,8.6838551,0.124219137,,,
1867.833333,8.5056467,8.6760607,0.117168841,,,
1867.916667,8.5060425,8.7466936,0.122327276,,,
1868,8.5064335,8.7448235,0.126226716,,,
1868.083333,8.5068197,8.7753382,0.126708771,,,
1868.166667,8.5072002,8.7892885,0.131960977,,,
1868.25,8.507576,8.7589855,0.141079278,,,
1868.333333,8.507946,8.763793,0.144005928,,,
1868.416667,8.5083122,8.656188,0.156964543,,,
1868.5,8.5086737,8.6280527,0.167387778,,,
1868.583333,8.5090303,8.6650867,0.170381803,,,
1868.666667,8.5093822,8.8018694,0.162528954,,,
1868.75,8.5097313,8.7818213,0.157723417,,,
1868.833333,8.5100765,8.780324,0.155239813,,,
1868.916667,8.510416,8.7816248,0.155477573,,,
1869,8.5107527,8.791872,0.150533202,,,
1869.083333,8.5110865,8.7790289,0.152259564,,,
1869.166667,8.5114155,8.7778883,0.16189443,,,
1869.25,8.5117426,8.826539,0.15669893,,,
1869.333333,8.5120649,8.7887115,0.150923001,,,
1869.416667,8.5123854,8.8359966,0.146975403,,,
1869.5,8.512701,8.7914791,0.137453748,,,
1869.583333,8.5130148,8.7860003,0.127867741,,,
1869.666667,8.5133247,8.6609726,0.130208268,,,
1869.75,8.5136328,8.6669598,0.126171647,,,
1869.833333,8.513937,8.6531916,0.139033797,,,
1869.916667,8.5142393,8.6435995,0.146614192,,,
1870,8.5145388,8.6492701,0.152088999,,,
1870.083333,8.5148363,8.6679735,0.152269937,,,
1870.166667,8.51513,8.6349974,0.153404646,,,
1870.25,8.5154238,8.6144962,0.156448422,,,
1870.333333,8.5157137,8.6116781,0.172587604,,,
1870.416667,8.5160027,8.5784101,0.181326189,,,
1870.5,8.5162878,8.5435677,0.171859319,,,
1870.583333,8.516572,8.5016775,0.172960892,,,
1870.666667,8.5168552,8.476819,0.172793531,,,
1870.75,8.5171366,8.5049334,0.167413961,,,
1870.833333,8.517415,8.5438929,0.157282226,,,
1870.916667,8.5176935,8.4952259,0.165179563,,,
1871,8.5179691,8.4515266,0.158611197,,,
1871.083333,8.5182447,8.4315672,0.151483923,,,
1871.166667,8.5185184,8.4690828,0.148190399,,,
1871.25,8.5187912,8.4446087,0.145549484,,,
1871.333333,8.519062,8.4591122,0.135785452,,,
1871.416667,8.5193329,8.4225874,0.133077312,,,
1871.5,8.5196028,8.4788704,0.137231635,,,
1871.583333,8.5198717,8.5042086,0.141619637,,,
1871.666667,8.5201387,8.5493011,0.141970632,,,
1871.75,8.5204067,8.5461407,0.147201111,,,
1871.833333,8.5206728,8.5043859,0.138127693,,,
1871.916667,8.5209398,8.5443258,0.132552151,,,
1872,8.5212049,8.5497923,0.125675394,,,
1872.083333,8.5214701,8.5412855,0.129212097,,,
1872.166667,8.5217352,8.5321817,0.131450708,,,
1872.25,8.5220003,8.5547972,0.131179866,,,
1872.333333,8.5222645,8.5585966,0.132372852,,,
1872.416667,8.5225286,8.572051,0.13368526,,,
1872.5,8.5227928,8.5348749,0.128493105,,,
1872.583333,8.5230579,8.5357285,0.123045773,,,
1872.666667,8.5233221,8.6025867,0.129305716,,,
1872.75,8.5235863,8.5992575,0.131059704,,,
1872.833333,8.5238504,8.5701962,0.132522181,,,
1872.916667,8.5241156,8.5510588,0.125711524,,,
1873,8.5243807,8.5680552,0.124757052,,,
1873.083333,8.5246458,8.5707235,0.123810864,,,
1873.166667,8.5249119,8.5692072,0.124127795,,,
1873.25,8.5251789,8.5330229,0.119825614,,,
1873.333333,8.5254459,8.5457716,0.114002508,,,
1873.416667,8.525713,8.592268,0.113197874,,,
1873.5,8.5259809,8.6823606,0.117562293,,,
1873.583333,8.5262499,8.7349367,0.117023755,,,
1873.666667,8.5265207,8.7256241,0.118312457,,,
1873.75,8.5267906,8.6818771,0.106708274,,,
1873.833333,8.5270624,8.7406988,0.104075893,,,
1873.916667,8.5273333,8.7644873,0.097334442,,,
1874,8.527607,8.7636948,0.100941751,,,
1874.083333,8.5278816,8.7480402,0.096627569,,,
1874.166667,8.5281563,8.748724,0.101139468,,,
1874.25,8.5284328,8.7986364,0.108513608,,,
1874.333333,8.5287094,8.787674,0.109754138,,,
1874.416667,8.5289888,8.7873125,0.103902646,,,
1874.5,8.5292683,8.7583227,0.107622715,,,
1874.583333,8.5295496,8.6732264,0.124851213,,,
1874.666667,8.5298319,8.6242886,0.134079852,,,
1874.75,8.5301151,8.625618,0.137011052,,,
1874.833333,8.5304012,8.5844584,0.138139789,,,
1874.916667,8.5306873,8.5387735,0.133612385,,,
1875,8.5309753,8.5317345,0.131884893,,,
1875.083333,8.5312653,8.5438929,0.127535615,,,
1875.166667,8.5315571,8.5124807,0.124095769,,,
1875.25,8.5318499,8.4524183,0.123125105,,,
1875.333333,8.5321445,8.4219675,0.117670076,,,
1875.416667,8.5324411,8.3352308,0.133468473,,,
1875.5,8.5327387,8.2954178,0.140591496,,,
1875.583333,8.5330391,8.3066807,0.126133046,,,
1875.666667,8.5333414,8.3178892,0.124097364,,,
1875.75,8.5336447,8.3506622,0.112975934,,,
1875.833333,8.5339508,8.3663654,0.118659267,,,
1875.916667,8.5342579,8.3484583,0.116479792,,,
1876,8.5345669,8.3307352,0.113701662,,,
1876.083333,8.5348797,8.3361654,0.113362178,,,
1876.166667,8.5351925,8.333621,0.11320289,,,
1876.25,8.5355091,8.363287,0.115550959,,,
1876.333333,8.5358267,8.3804674,0.116729188,,,
1876.416667,8.5361471,8.4290667,0.10959118,,,
1876.5,8.5364695,8.3826971,0.106307976,,,
1876.583333,8.5367937,8.4297495,0.110831651,,,
1876.666667,8.5371208,8.4446087,0.112650238,,,
1876.75,8.5374508,8.4904718,0.111598252,,,
1876.833333,8.5377817,8.4837685,0.103655268,,,
1876.916667,8.5381165,8.5048018,0.098448638,,,
1877,8.5384521,8.5283775,0.097073033,,,
1877.083333,8.5387917,8.5579462,0.096493469,,,
1877.166667,8.5391331,8.61304,0.100119089,,,
1877.25,8.5394773,8.6347704,0.103859711,,,
1877.333333,8.5398235,8.6542139,0.105548476,,,
1877.416667,8.5401726,8.740201,0.09085008,,,
1877.5,8.5405254,8.8042049,0.089914717,,,
1877.583333,8.5408802,8.7604036,0.087511272,,,
1877.666667,8.5412378,8.8059015,0.08613166,,,
1877.75,8.5415974,8.8869839,0.088253394,,,
1877.833333,8.5419607,8.95508,0.090363792,,,
1877.916667,8.5423269,8.954298,0.087137624,,,
1878,8.542695,8.9794493,0.094165838,,,
1878.083333,8.543067,8.9707174,0.09982732,,,
1878.166667,8.5434418,8.9644604,0.102397458,,,
1878.25,8.5438185,8.9720154,0.105737745,,,
1878.333333,8.544199,8.9824905,0.115049194,,,
1878.416667,8.5445833,8.9971371,0.123793157,,,
1878.5,8.5449696,9.0066614,0.127146993,,,
1878.583333,8.5453596,9.0558701,0.124118817,,,
1878.666667,8.5457525,9.0328207,0.13096882,,,
1878.75,8.5461483,8.9155855,0.128207012,,,
1878.833333,8.5465479,8.838048,0.129250106,,,
1878.916667,8.5469494,8.8283787,0.125742086,,,
1879,8.5473557,8.7758741,0.118639664,,,
1879.083333,8.5477648,8.747529,0.110610492,,,
1879.166667,8.5481768,8.6801348,0.107176711,,,
1879.25,8.5485926,8.6261568,0.108801498,,,
1879.333333,8.5490112,8.6124868,0.107646887,,,
1879.416667,8.5494337,8.5306387,0.097426076,,,
1879.5,8.54986,8.5124187,0.097708206,,,
1879.583333,8.5502892,8.4741697,0.101826158,,,
1879.666667,8.5507212,8.3952999,0.096858924,,,
1879.75,8.551158,8.3827791,0.094070876,,,
1879.833333,8.5515976,8.3663836,0.091010228,,,
1879.916667,8.552042,8.4017811,0.090515781,,,
1880,8.5524883,8.4176588,0.090484434,,,
1880.083333,8.5529385,8.4021559,0.093899806,,,
1880.166667,8.5533924,8.4525471,0.096465667,,,
1880.25,8.5538502,8.4487772,0.097731045,,,
1880.333333,8.5543108,8.4155054,0.09456289,,,
1880.416667,8.5547752,8.449357,0.096248918,,,
1880.5,8.5552425,8.4792528,0.097656462,,,
1880.583333,8.5557117,8.5471945,0.088167849,,,
1880.666667,8.5561857,8.5980701,0.086316349,,,
1880.75,8.5566616,8.6136284,0.087389427,,,
1880.833333,8.5571413,8.6777506,0.091311572,,,
1880.916667,8.5576239,8.6849623,0.092565919,,,
1881,8.5581093,8.6446066,0.093045146,,,
1881.083333,8.5585966,8.6502924,0.095466595,,,
1881.166667,8.5590858,8.6452255,0.100104417,,,
1881.25,8.5595789,8.6695719,0.092754798,,,
1881.333333,8.5600739,8.687727,0.090014899,,,
1881.416667,8.5605707,8.6507797,0.087138075,,,
1881.5,8.5610704,8.6544933,0.094975311,,,
1881.583333,8.5615721,8.6822996,0.106012825,,,
1881.666667,8.5620756,8.7243052,0.124882424,,,
1881.75,8.5625811,8.7395086,0.126150551,,,
1881.833333,8.5630884,8.690649,0.128982585,,,
1881.916667,8.5635977,8.6624022,0.129267512,,,
1882,8.5641088,8.6651964,0.125009039,,,
1882.083333,8.564621,8.631176,0.125511901,,,
1882.166667,8.565136,8.6286745,0.126520053,,,
1882.25,8.5656509,8.6342974,0.127049262,,,
1882.333333,8.5661688,8.5898428,0.124821713,,,
1882.416667,8.5666866,8.5503101,0.113828496,,,
1882.5,8.5672054,8.4769611,0.103584959,,,
1882.583333,8.5677271,8.3500814,0.103909618,,,
1882.666667,8.5682478,8.2439537,0.102284157,,,
1882.75,8.5687704,8.2439632,0.100161116,,,
1882.833333,8.569293,8.252944,0.101294624,,,
1882.916667,8.5698185,8.2583647,0.103539975,,,
1883,8.570343,8.3048487,0.101044609,,,
1883.083333,8.5436678,8.334918,0.105999506,,,
1883.166667,8.517766,8.3057346,0.107131895,,,
1883.25,8.4926186,8.2823849,0.110068943,,,
1883.333333,8.4682016,8.3233547,0.109450743,,,
1883.416667,8.4444962,8.3307695,0.116085018,,,
1883.5,8.4214802,8.4037361,0.112859444,,,
1883.583333,8.3991337,8.4420595,0.112853787,,,
1883.666667,8.3774395,8.4868259,0.111126589,,,
1883.75,8.3563776,8.3917484,0.114856548,,,
1883.833333,8.3359289,8.3508196,0.113126067,,,
1883.916667,8.3160782,8.2925959,0.112362316,,,
1884,8.2968073,8.2360697,0.114122125,,,
1884.083333,8.3052998,8.2129526,0.111729792,,,
1884.166667,8.3135653,8.2125187,0.111634126,,,
1884.25,8.3216105,8.2015486,0.107699226,,,
1884.333333,8.3294411,8.1858501,0.113254592,,,
1884.416667,8.3370619,8.2044373,0.113177263,,,
1884.5,8.3444805,8.2021408,0.109784211,,,
1884.583333,8.3517017,8.1351156,0.106824108,,,
1884.666667,8.3587313,8.1193371,0.103621684,,,
1884.75,8.3655739,8.1797495,0.103766141,,,
1884.833333,8.3722363,8.1935663,0.108390174,,,
1884.916667,8.3787222,8.2248869,0.11056045,,,
1885,8.3850355,8.2343826,0.110499448,,,
1885.083333,8.3911839,8.2502451,0.109717801,,,
1885.166667,8.3971701,8.2557516,0.10575489,,,
1885.25,8.4029989,8.2726068,0.107238301,,,
1885.333333,8.4086742,8.2822237,0.103723399,,,
1885.416667,8.4142008,8.30655,0.099233925,,,
1885.5,8.4195833,8.3547668,0.095262198,,,
1885.583333,8.4248247,8.3970442,0.090687103,,,
1885.666667,8.4299288,8.3583364,0.086569214,,,
1885.75,8.4349003,8.3329039,0.080510152,,,
1885.833333,8.4397411,8.3682928,0.080484084,,,
1885.916667,8.4444571,8.383215,0.081152393,,,
1886,8.4490509,8.3888569,0.077914675,,,
1886.083333,8.4511271,8.4100504,0.077262106,,,
1886.166667,8.4531546,8.4065962,0.078999367,,,
1886.25,8.4551373,8.4166832,0.078023214,,,
1886.333333,8.4570742,8.4008455,0.078353107,,,
1886.416667,8.4589663,8.380147,0.085856128,,,
1886.5,8.4608154,8.3535833,0.089854972,,,
1886.583333,8.4626236,8.285923,0.096978066,,,
1886.666667,8.4643898,8.3137064,0.097910197,,,
1886.75,8.466116,8.3322535,0.100941232,,,
1886.833333,8.467803,8.3263073,0.094453966,,,
1886.916667,8.4694529,8.3396673,0.096281245,,,
1887,8.4710646,8.3525763,0.101433565,,,
1887.083333,8.4750395,8.3418407,0.103418963,,,
1887.166667,8.4789095,8.3244781,0.10206727,,,
1887.25,8.4826784,8.3310766,0.104629966,,,
1887.333333,8.4863491,8.34163,0.102429235,,,
1887.416667,8.4899244,8.3726282,0.09479356,,,
1887.5,8.4934063,8.3256607,0.095697357,,,
1887.583333,8.4967976,8.406745,0.100150563,,,
1887.666667,8.5001011,8.407527,0.09215131,,,
1887.75,8.5033188,8.3916645,0.084636096,,,
1887.833333,8.5064526,8.3947515,0.085563674,,,
1887.916667,8.5095034,8.3770618,0.091788323,,,
1888,8.512476,8.3830719,0.101748547,,,
1888.083333,8.5153723,8.399826,0.100463526,,,
1888.166667,8.5181913,8.4350729,0.105045967,,,
1888.25,8.5209379,8.4363241,0.104673829,,,
1888.333333,8.523613,8.4736071,0.107744368,,,
1888.416667,8.5262175,8.483264,0.108178105,,,
1888.5,8.5287542,8.5031605,0.106442429,,,
1888.583333,8.5312262,8.4902916,0.103780104,,,
1888.666667,8.5336313,8.5955515,0.113003051,,,
1888.75,8.5359745,8.6728716,0.117454843,,,
1888.833333,8.5382566,8.7398252,0.113320566,,,
1888.916667,8.5404787,8.785284,0.103034772,,,
1889,8.5426416,8.8128386,0.096206495,,,
1889.083333,8.5447474,8.8157969,0.089660987,,,
1889.166667,8.5467987,8.8186102,0.085514418,,,
1889.25,8.5487947,8.8036537,0.083848678,,,
1889.333333,8.5507374,8.7725945,0.085582084,,,
1889.416667,8.5526295,8.7203875,0.090284403,,,
1889.5,8.554471,8.7190104,0.093278307,,,
1889.583333,8.556263,8.729229,0.081807285,,,
1889.666667,8.5580063,8.6514168,0.075806233,,,
1889.75,8.5597029,8.5724087,0.074223607,,,
1889.833333,8.5613527,8.5072269,0.07760686,,,
1889.916667,8.5629597,8.4522648,0.082103286,,,
1890,8.5645218,8.4179401,0.080163354,,,
1890.083333,8.566041,8.3984442,0.083886475,,,
1890.166667,8.5675192,8.3720083,0.089678439,,,
1890.25,8.5689573,8.3720274,0.088903895,,,
1890.333333,8.5703545,8.402709,0.09296881,,,
1890.416667,8.5717134,8.4170771,0.09324933,,,
1890.5,8.5730371,8.4000673,0.088513727,,,
1890.583333,8.5743227,8.3882246,0.090705078,,,
1890.666667,8.575573,8.3466129,0.095523489,,,
1890.75,8.5767879,8.384263,0.096874695,,,
1890.833333,8.5779705,8.3677244,0.090831182,,,
1890.916667,8.5791206,8.3834448,0.093023785,,,
1891,8.5802374,8.3873568,0.093850426,,,
1891.083333,8.5813255,8.3771915,0.091525446,,,
1891.166667,8.5823822,8.3919973,0.088229891,,,
1891.25,8.5834103,8.4102221,0.086848192,,,
1891.333333,8.5844097,8.3714914,0.086845647,,,
1891.416667,8.5853815,8.3550835,0.090247847,,,
1891.5,8.5863276,8.4152098,0.089884251,,,
1891.583333,8.5872459,8.4489307,0.085621299,,,
1891.666667,8.5881395,8.5245352,0.073395477,,,
1891.75,8.5890083,8.5000725,0.069382815,,,
1891.833333,8.5898542,8.4908247,0.071411065,,,
1891.916667,8.5906763,8.4758005,0.067381157,,,
1892,8.5914755,8.4980125,0.070108405,,,
1892.083333,8.5922537,8.4935217,0.073640281,,,
1892.166667,8.5930099,8.4866323,0.075727204,,,
1892.25,8.5937452,8.4824076,0.076030185,,,
1892.333333,8.5944605,8.5258627,0.075045889,,,
1892.416667,8.5951576,8.5116777,0.079220699,,,
1892.5,8.5958338,8.4528723,0.077609186,,,
1892.583333,8.5964937,8.3411436,0.086529394,,,
1892.666667,8.5971346,8.2492628,0.089444403,,,
1892.75,8.5977583,8.2896566,0.0907861,,,
1892.833333,8.5983658,8.3247862,0.093754524,,,
1892.916667,8.5989561,8.330842,0.093706947,,,
1893,8.5995321,8.3127699,0.091222953,,,
1893.083333,8.6000919,8.3456364,0.08779809,,,
1893.166667,8.6006374,8.3471184,0.08691889,,,
